"gene","avexpr","lfc","padj","pvalue","Comparison","Significant","Regulation","Species"
"CEBPB",11.3501699224054,1.48965926578562,7.7650250439197e-05,8.0675584871893e-06,"Early",TRUE,"Up","MCy"
"MAP3K5",9.35999045466833,0.635311061468171,9.87122591238915e-05,1.03840168688769e-05,"Early",FALSE,"None","MCy"
"CCR6",7.11036303689297,-0.259367741651266,4.23212301847581e-05,3.9573098354579e-06,"Early",FALSE,"None","MCy"
"TWIST2",7.61195330667305,0.744933005958793,7.65395135914972e-05,7.75335332485296e-06,"Early",FALSE,"None","MCy"
"S100A9",16.7215409507082,2.02316709389922,0.000224757787093693,2.48109245493037e-05,"Early",TRUE,"Up","MCy"
"TLR2",10.8073076081673,1.29105374791443,0.000211530221001601,2.30760241092655e-05,"Early",TRUE,"Up","MCy"
"CD40LG",7.27865115408834,-0.694649754954175,0.000256293245778397,2.86249599181067e-05,"Early",FALSE,"None","MCy"
"CD79B",7.87401588774799,-0.880407611459712,0.000414917019306568,4.68802346489239e-05,"Early",FALSE,"None","MCy"
"CTSS",12.4205966883844,0.769856325744751,0.000481452895748562,5.62737150874942e-05,"Early",FALSE,"None","MCy"
"PYCARD",10.454507686812,0.975522616075951,0.000428697735441405,4.95507772133572e-05,"Early",FALSE,"None","MCy"
"LTK",7.09572905075892,-0.202695971508129,0.000153521066711613,1.63489967147432e-05,"Early",FALSE,"None","MCy"
"S100A8",15.5127151430292,1.93503836939317,0.000534176570656389,6.4517429962395e-05,"Early",TRUE,"Up","MCy"
"LCP2",10.6187758974693,0.732644528751957,0.000493295983500908,5.82986162319255e-05,"Early",FALSE,"None","MCy"
"CD1E",7.09904002031357,-0.213168451493901,0.000198201628906719,2.13645911678671e-05,"Early",FALSE,"None","MCy"
"ARHGDIB",11.9147159583313,-0.543147335455767,0.000661141242821603,8.47261805734036e-05,"Early",FALSE,"None","MCy"
"IL10RB",10.4308522287982,0.714806279534425,0.000661141242821603,8.43539883881482e-05,"Early",FALSE,"None","MCy"
"TAGAP",10.2167207438072,0.805517001107768,0.000661141242821603,8.57612592804359e-05,"Early",FALSE,"None","MCy"
"IL13RA1",9.46329420829553,0.846200304993161,0.000665873622693405,8.82066357334121e-05,"Early",FALSE,"None","MCy"
"IL1RL1",7.20663295978941,-0.555304277639933,0.000572486531115371,7.06314551376107e-05,"Early",FALSE,"None","MCy"
"HLA-DOB",8.55241188398147,-0.830760802841361,0.000676721379766955,9.05224702805148e-05,"Early",FALSE,"None","MCy"
"TGFB3",7.117952016711,-0.294942336432211,0.000420100920737132,4.80115337985294e-05,"Early",FALSE,"None","MCy"
"TBK1",8.87492304313505,0.640663659148149,0.000738133556064653,9.98046099843991e-05,"Early",FALSE,"None","MCy"
"NOD2",8.75650066685079,0.573154392727789,0.000817461564370255,0.000112533669900321,"Early",FALSE,"None","MCy"
"SIGLEC1",7.28961712686345,0.438901123531897,0.000536742334631842,6.55243889031079e-05,"Early",FALSE,"None","MCy"
"PDCD1LG2",7.70471200977871,0.594566191056528,0.000665873622693405,8.78528894475118e-05,"Early",FALSE,"None","MCy"
"IFNAR2",8.17105294165306,0.726552052607533,0.000936123286152846,0.000131300408966893,"Early",FALSE,"None","MCy"
"KLRF2",7.1160004613942,-0.220806241327566,0.000503939081012603,6.02109031859215e-05,"Early",FALSE,"None","MCy"
"DDIT3",7.96005746641991,0.730825157798442,0.00101187938989851,0.000143240069479139,"Early",FALSE,"None","MCy"
"KLRK1",9.01146341821669,-0.894410814803001,0.00123310927913811,0.000179361349692817,"Early",FALSE,"None","MCy"
"HSH2D",9.34310798201734,0.643097728422633,0.00123310927913811,0.000178751130922013,"Early",FALSE,"None","MCy"
"STAT5A",8.52518484903427,0.625115908569297,0.001324775968701,0.000194415174627549,"Early",FALSE,"None","MCy"
"PRKCD",9.26403046285827,0.73016448267936,0.00138552151759762,0.00020512915974822,"Early",FALSE,"None","MCy"
"IL1B",8.74539726391995,0.973280910295736,0.00154060692315362,0.000232091432578987,"Early",FALSE,"None","MCy"
"IL17RA",9.77350257508531,0.714373506712196,0.00153371386571892,0.000229061161763215,"Early",FALSE,"None","MCy"
"CD79A",7.47545619277273,-0.888730989016493,0.00166704955472444,0.000253304932341247,"Early",FALSE,"None","MCy"
"KLRD1",8.94961679465806,-0.830534329061607,0.0018688489732397,0.000286395037457512,"Early",FALSE,"None","MCy"
"CD53",12.3749622356131,0.614199712962067,0.00205153136487084,0.000319719173746105,"Early",FALSE,"None","MCy"
"KIR3DS1",7.08400395591719,-0.148757092992205,0.000661141242821603,8.41736971374319e-05,"Early",FALSE,"None","MCy"
"TCF7",7.08352091921153,-0.155329136998106,0.000661141242821603,8.58624990677407e-05,"Early",FALSE,"None","MCy"
"FCER1G",10.8857676611255,0.78257840184266,0.00213945993207884,0.000338979365861842,"Early",FALSE,"None","MCy"
"TNFSF8",8.2937329668842,0.766779002694925,0.00219529123171261,0.000350676391559288,"Early",FALSE,"None","MCy"
"CD163",9.83267079338233,1.31630603524529,0.00221804809129028,0.000357192160155838,"Early",TRUE,"Up","MCy"
"RORC",7.084766059802,-0.154723148730743,0.000738133556064653,0.000100654575826998,"Early",FALSE,"None","MCy"
"FCAR",9.89963092299836,1.17674002004223,0.00263825394219083,0.000431714281449408,"Early",TRUE,"Up","MCy"
"XBP1",9.95723430778524,0.523160639900103,0.00262476874920385,0.000426098822922703,"Early",FALSE,"None","MCy"
"KIR2DL4",7.08446134715282,-0.147117142855094,0.000838085343910324,0.000116461210127798,"Early",FALSE,"None","MCy"
"GPR183",9.14296847476713,-0.966161681108948,0.00276188425258696,0.000455531558543563,"Early",FALSE,"None","MCy"
"C3AR1",9.05944460336817,0.982876486144575,0.00291260788310267,0.000484173777970315,"Early",FALSE,"None","MCy"
"C10orf54",10.1520908129887,0.775780651282037,0.00336832443104862,0.000577427045322621,"Early",FALSE,"None","MCy"
"C6",7.07874117422433,-0.141045821123065,0.00101671244740087,0.000145244635342981,"Early",FALSE,"None","MCy"
"S1PR1",8.82104164924549,-0.714004320556889,0.00342605647609229,0.000594908076067832,"Early",FALSE,"None","MCy"
"TARP",9.11300325180359,-0.8513694797313,0.00342605647609229,0.000596222815319956,"Early",FALSE,"None","MCy"
"CSF3R",10.3935898002365,1.00438448284291,0.00353754303832424,0.000620218584641264,"Early",TRUE,"Up","MCy"
"BTLA",8.80519712043092,-0.669215474078337,0.00364646548415143,0.000644051046551421,"Early",FALSE,"None","MCy"
"FKBP5",9.66320117896124,0.738497833265987,0.00386484798255921,0.000697680350098351,"Early",FALSE,"None","MCy"
"CSF1",7.56026297203626,0.600711377380762,0.00301394299232725,0.00050884751818512,"Early",FALSE,"None","MCy"
"BTK",7.9898606457225,0.576590138176887,0.00446556834874873,0.000818972067743477,"Early",FALSE,"None","MCy"
"RAC1",9.68116114258547,0.361518793118929,0.00469119182570172,0.00087122133905889,"Early",FALSE,"None","MCy"
"NFIL3",9.3024273561179,0.923978323650758,0.00488782097067797,0.000920877760198908,"Early",FALSE,"None","MCy"
"CCND3",10.117872786137,0.48016406300304,0.00488782097067797,0.000933129458038521,"Early",FALSE,"None","MCy"
"CD47",10.6859467912245,0.46139382199622,0.00515797787878489,0.000991403540337874,"Early",FALSE,"None","MCy"
"FPR2",8.66160701438653,0.963122265674479,0.00442515234141936,0.000804573152985338,"Early",FALSE,"None","MCy"
"ETS1",10.7628764138914,-0.872592123009083,0.00550758016873648,0.00108721063071162,"Early",FALSE,"None","MCy"
"KLRC2",7.48149786982776,-0.805686176333591,0.00520428617019167,0.00100706316799813,"Early",FALSE,"None","MCy"
"PTPN22",9.05870318638922,-0.672369460285395,0.00550758016873648,0.001085530945224,"Early",FALSE,"None","MCy"
"IL10RA",9.85279162798665,0.422846628996373,0.00550758016873648,0.00108244561389469,"Early",FALSE,"None","MCy"
"ROCK2",8.85842543863344,0.608586332509393,0.00583836998594746,0.00116143708571124,"Early",FALSE,"None","MCy"
"TNFSF18",7.08345165002592,-0.12176355874363,0.00194359854675788,0.000300374320862581,"Early",FALSE,"None","MCy"
"CD38",10.6471948552094,0.549180406221192,0.00635218382285062,0.00130343512209143,"Early",FALSE,"None","MCy"
"CXCL1",7.07968619216317,-0.118641641008733,0.00209554078833289,0.000329299266738026,"Early",FALSE,"None","MCy"
"LILRA1",7.77224858404818,0.63314839052093,0.00583836998594746,0.00116767399718949,"Early",FALSE,"None","MCy"
"LEF1",8.6858183520985,-0.900648920245633,0.00671805816930528,0.00138723538820719,"Early",FALSE,"None","MCy"
"IL8",9.99607989060105,-1.51648961750907,0.00698951790042333,0.0014614446519067,"Early",TRUE,"Down","MCy"
"ATM",8.9578102241654,-0.694900420724075,0.00721897658557747,0.00152817296551835,"Early",FALSE,"None","MCy"
"LITAF",11.273260577772,1.02415430046443,0.00748285842148941,0.00159375166379774,"Early",TRUE,"Up","MCy"
"IL7R",10.8192660836762,-0.845992406312117,0.00775757983261754,0.00169513141085914,"Early",FALSE,"None","MCy"
"FCGR3",10.2222023538352,0.965875385477384,0.00775757983261754,0.00168951481692641,"Early",FALSE,"None","MCy"
"IL22",7.10240502817691,-0.203624813572365,0.00336587830373896,0.000572636438688057,"Early",FALSE,"None","MCy"
"ITGA6",7.74581055787987,-0.703250892952942,0.0081672441264028,0.0018211870630969,"Early",FALSE,"None","MCy"
"IL26",7.08357619825464,-0.114238972131516,0.00292775162668061,0.000490493454339999,"Early",FALSE,"None","MCy"
"LILRB1",9.00021796911641,1.03157013646096,0.00939528847375314,0.00214749450828643,"Early",TRUE,"Up","MCy"
"IL2RG",9.00893963251409,-0.602925814195217,0.0105821151426372,0.00247374120217493,"Early",FALSE,"None","MCy"
"IFNGR2",10.4061463440352,0.706554674828435,0.0109335843857931,0.00257010230367345,"Early",FALSE,"None","MCy"
"IFNGR1",10.83190621812,0.6343506675956,0.011195373131318,0.00266071854939116,"Early",FALSE,"None","MCy"
"CD7",8.76496413375644,-0.702328488242033,0.0114384202232231,0.00273333678061435,"Early",FALSE,"None","MCy"
"VTN",7.081058830708,-0.127862655874506,0.00375103008547328,0.000667391067155635,"Early",FALSE,"None","MCy"
"CD34",7.07996632967752,-0.122784475801915,0.00379294320600267,0.000679774236919959,"Early",FALSE,"None","MCy"
"CCL5",8.71759251247826,-0.722014573198546,0.0121417449833242,0.00293294099597181,"Early",FALSE,"None","MCy"
"MAPK14",9.12146112417857,0.657712343233861,0.012400774824517,0.003076036352575,"Early",FALSE,"None","MCy"
"TNFSF15",7.15605384591908,-0.279420095222553,0.00755026739107047,0.00161791444094367,"Early",FALSE,"None","MCy"
"C1QA",7.08302129266298,-0.131755367873834,0.00446556834874873,0.000823520396782233,"Early",FALSE,"None","MCy"
"CD1C",8.07969425768246,-0.989682547032945,0.0141859274472881,0.00355569350302156,"Early",FALSE,"None","MCy"
"TGFBR1",9.53596701177989,-0.526771501914229,0.0147969398591479,0.00372806017230479,"Early",FALSE,"None","MCy"
"CD244",7.31311222746641,-0.564168501230777,0.0120830672942848,0.00290307460966582,"Early",FALSE,"None","MCy"
"CCL24",7.3006601134711,-0.509350192000653,0.012400774824517,0.0030712375325106,"Early",FALSE,"None","MCy"
"IL3",7.07765737527129,-0.110881597584873,0.00488782097067797,0.000914868460416874,"Early",FALSE,"None","MCy"
"OXER1",7.07645790428802,-0.115121450993724,0.00488782097067797,0.000928225635555618,"Early",FALSE,"None","MCy"
"C5aR1",9.30675434528535,0.696409248354433,0.0159674286007131,0.00409898556478263,"Early",FALSE,"None","MCy"
"CCRL1",7.10351675886711,-0.129421064551079,0.00609043555808708,0.00122599676818636,"Early",FALSE,"None","MCy"
"TLR7",7.16273220260138,0.238523439533403,0.00721897658557747,0.00152046203890169,"Early",FALSE,"None","MCy"
"TLR6",10.0480555941596,0.895716957475242,0.0159674286007131,0.00410591021161193,"Early",FALSE,"None","MCy"
"NOTCH2",9.69151693421202,0.439025708260287,0.0161064534678774,0.00420441187927709,"Early",FALSE,"None","MCy"
"TLR1",10.2218036643546,0.686781306525868,0.0166297091567135,0.00436259902552743,"Early",FALSE,"None","MCy"
"LCK",8.90444245742091,-0.53270338507344,0.017279756189501,0.00455557208632298,"Early",FALSE,"None","MCy"
"CD96",7.35722370202655,-0.784078223203358,0.0151129265112161,0.00382729957102226,"Early",FALSE,"None","MCy"
"DEFB103A",7.10354680822314,-0.133299428001704,0.00689308941031957,0.00143233026707939,"Early",FALSE,"None","MCy"
"CCR3",7.78703811019505,-0.80329594032262,0.0182390743579445,0.00495060589715636,"Early",FALSE,"None","MCy"
"CRADD",7.13388112032562,-0.206131477848409,0.00930580469141661,0.00210315161092528,"Early",FALSE,"None","MCy"
"ANP32B",9.58878770455173,-0.446870163194461,0.0179225921380124,0.00481815139294618,"Early",FALSE,"None","MCy"
"NFATC3",9.51015784566004,-0.495263711737827,0.018137082838491,0.00489936783169626,"Early",FALSE,"None","MCy"
"SYK",10.4819494616085,0.480094785136467,0.0188664882938391,0.00516990783116891,"Early",FALSE,"None","MCy"
"TLR9",7.18568644221487,-0.364214987022104,0.0130371069346271,0.00325081107980313,"Early",FALSE,"None","MCy"
"CD14",8.1184433015764,-0.661697482106434,0.0184422036606427,0.00502969190744801,"Early",FALSE,"None","MCy"
"EOMES",7.58242742221807,-0.615282202509613,0.0174765014917068,0.00465283481272713,"Early",FALSE,"None","MCy"
"TNFRSF8",7.0809270283557,-0.101185645916099,0.00633927300140134,0.00129255306651949,"Early",FALSE,"None","MCy"
"BLK",7.0787200114217,-0.0979922487377198,0.00630256001311618,0.00127688228837159,"Early",FALSE,"None","MCy"
"GFI1",7.13726679650436,-0.257888284455207,0.0105148008574371,0.00244434980971591,"Early",FALSE,"None","MCy"
"FCGR2A",11.447846463928,0.937359157618642,0.0208826142022194,0.00593934092244942,"Early",FALSE,"None","MCy"
"GZMH",10.5316668247658,-0.878265337595165,0.0203614539027237,0.00571178447141341,"Early",FALSE,"None","MCy"
"FXYD2",7.22478441492274,-0.391033259653495,0.0161064534678774,0.00418593360851572,"Early",FALSE,"None","MCy"
"CSF1R",8.60800174968173,0.769404997157348,0.0212261640031089,0.00606461828660253,"Early",FALSE,"None","MCy"
"KIT",7.11993578797251,-0.203797345893538,0.00930580469141661,0.00211495561168559,"Early",FALSE,"None","MCy"
"CD97",9.26575319651473,0.598156316750504,0.0225445595376451,0.00647058137379164,"Early",FALSE,"None","MCy"
"CD247",8.52950548961166,-0.668954516031187,0.0230803582126964,0.00665433704314104,"Early",FALSE,"None","MCy"
"ITLN2",7.44287309601163,-0.475440861941776,0.020881526296334,0.00591191263974133,"Early",FALSE,"None","MCy"
"PRDM1",8.82585684892392,0.488884047472361,0.0240675852399358,0.00709524915514989,"Early",FALSE,"None","MCy"
"SOCS3",7.88493426739676,0.577716424818629,0.0196479571781056,0.00548611791336713,"Early",FALSE,"None","MCy"
"LILRB2",8.49096763413453,0.704026473696603,0.0242327259517777,0.00717540456753936,"Early",FALSE,"None","MCy"
"SPP1",7.07577158678995,-0.107552035729411,0.00775757983261754,0.00167799338555633,"Early",FALSE,"None","MCy"
"CD5",7.21232500856528,-0.504280307955467,0.0196240730793998,0.00545396316752152,"Early",FALSE,"None","MCy"
"FUT5",7.07542825016714,-0.103810089332621,0.00775757983261754,0.0017127124305779,"Early",FALSE,"None","MCy"
"IFNA4",7.07542825016714,-0.103810089332621,0.00775757983261754,0.0017127124305779,"Early",FALSE,"None","MCy"
"CD28",7.67305278816514,-0.624394951838492,0.0248325091529422,0.00744975274588265,"Early",FALSE,"None","MCy"
"APP",9.04628984186562,0.370417824435172,0.0259765438911473,0.00783492057809432,"Early",FALSE,"None","MCy"
"RPS6KA5",8.40455739151534,0.463538644315248,0.0259765438911473,0.0078604347099186,"Early",FALSE,"None","MCy"
"CD3EAP",7.0785867629117,-0.0957122220398716,0.0081672441264028,0.00182437141524842,"Early",FALSE,"None","MCy"
"GNLY",10.7384598522953,-0.828739341019087,0.0288250654375234,0.00883469538085131,"Early",FALSE,"None","MCy"
"CD1B",7.08257759807048,-0.127299014531431,0.00915792179727895,0.00205755905315488,"Early",FALSE,"None","MCy"
"CUL9",7.1405522165117,-0.248938607804307,0.0176131392279546,0.0047120865986476,"Early",FALSE,"None","MCy"
"CR2",7.95576480462385,-0.579700586747466,0.0293373933966701,0.0091822231280487,"Early",FALSE,"None","MCy"
"ARG2",8.78669504925337,0.87949814844182,0.0293373933966701,0.0091548077543895,"Early",FALSE,"None","MCy"
"CSF2RB",7.4393070915095,0.404701095179343,0.0205325926174451,0.0057864579194618,"Early",FALSE,"None","MCy"
"LAMP3",7.07571677731325,-0.0945797594654092,0.00973273063164394,0.00223726405428698,"Early",FALSE,"None","MCy"
"GZMK",8.44391416535114,-0.82457756782876,0.0321719029178885,0.0102365145647827,"Early",FALSE,"None","MCy"
"EBI3",7.07514307257101,-0.0945797594654092,0.0100995064369132,0.00233469109840331,"Early",FALSE,"None","MCy"
"IGF2R",10.6492021086299,0.642122965167214,0.0331756015393568,0.0107712992010899,"Early",FALSE,"None","MCy"
"ITGAL",10.1325304115785,0.380026599496048,0.0328123230039296,0.0105781145059721,"Early",FALSE,"None","MCy"
"TNFRSF13C",7.31196238669607,-0.586940293330041,0.0290919478202836,0.00895427484858078,"Early",FALSE,"None","MCy"
"RNASEL",7.89889904727684,0.56507063153137,0.0323782874507038,0.0103442320946404,"Early",FALSE,"None","MCy"
"NFKBIA",9.77080376380862,0.53580178066893,0.0336818022110499,0.011099941243227,"Early",FALSE,"None","MCy"
"SH2D1A",7.86775677939992,-0.563787943448281,0.0336818022110499,0.011110620469619,"Early",FALSE,"None","MCy"
"CCL18",7.07915621459689,-0.0923912618655311,0.0111852762614096,0.00264379257087863,"Early",FALSE,"None","MCy"
"IL4",7.13596103290826,-0.180138422917707,0.0192127594005003,0.00528974674403384,"Early",FALSE,"None","MCy"
"CD6",8.70657749253892,-0.442009713576102,0.0349857124431501,0.0118133574483364,"Early",FALSE,"None","MCy"
"FEZ1",7.09860344245581,-0.107774737489368,0.012400774824517,0.00304239735547039,"Early",FALSE,"None","MCy"
"SIGIRR",7.57981733599468,-0.521869604994896,0.0355400983262737,0.0120467086534512,"Early",FALSE,"None","MCy"
"CCR7",7.40988690788012,-0.639577572464804,0.0332455118986934,0.0108371733591845,"Early",FALSE,"None","MCy"
"CCL16",7.0780536534475,-0.0901955477812413,0.012400774824517,0.00307002292225427,"Early",FALSE,"None","MCy"
"GATA3",7.0780536534475,-0.0901955477812413,0.012400774824517,0.00307002292225427,"Early",FALSE,"None","MCy"
"ADA",8.57788576607522,0.50480443267635,0.0399369269283239,0.0148755922138247,"Early",FALSE,"None","MCy"
"LILRB5",7.10536204619837,-0.14819879170942,0.0157161716628586,0.00400048005963673,"Early",FALSE,"None","MCy"
"IL2RB",7.46270925460513,-0.442597468054396,0.0328123230039296,0.0106107382181539,"Early",FALSE,"None","MCy"
"TNFRSF17",7.20397864885306,-0.442443924881996,0.0347316074598998,0.0116731254472299,"Early",FALSE,"None","MCy"
"KLRF1",7.83642124745059,-0.650988261646771,0.0399369269283239,0.0166946897565238,"Early",FALSE,"None","MCy"
"CD40",7.38504064052736,-0.601958561069103,0.0399369269283239,0.0148222590738207,"Early",FALSE,"None","MCy"
"POLR2A",10.0252622064267,0.341897333475446,0.0399369269283239,0.017015890857636,"Early",FALSE,"None","MCy"
"CR1",7.29698982290437,-0.483229057133126,0.0399369269283239,0.0149401493904666,"Early",FALSE,"None","MCy"
"CD3D",10.7904452873397,-0.580354005461341,0.0429388673726267,0.0193503726990928,"Early",FALSE,"None","MCy"
"IL13",7.07414105662614,-0.0900627341495825,0.0160207383160013,0.00414042457777177,"Early",FALSE,"None","MCy"
"CD3E",10.0858464523474,-0.504520573982388,0.043242857622828,0.0195435252633041,"Early",FALSE,"None","MCy"
"CXCL9",7.08771852278641,-0.0898486058427919,0.0174765014917068,0.00464772441102403,"Early",FALSE,"None","MCy"
"ITGAX",7.83911409131386,0.479541379825357,0.0406115378590857,0.0181960786511488,"Early",FALSE,"None","MCy"
"TUBB",8.99922677269761,-0.471214692718855,0.045533946613127,0.0208155184517152,"Early",FALSE,"None","MCy"
"MEF2D",7.2198802683497,-0.387524106349059,0.0399369269283239,0.0151395802917974,"Early",FALSE,"None","MCy"
"MALT1",9.13316778575228,-0.498164914994465,0.0470429800013413,0.02156645706555,"Early",FALSE,"None","MCy"
"IL16",8.59319507769167,-0.385996270066551,0.0476069639726848,0.0219486652081858,"Early",FALSE,"None","MCy"
"IL18",7.99332081232798,-0.512506568344291,0.0440339094061179,0.0199582264710846,"Early",FALSE,"None","MCy"
"PLAU",7.10598380793271,-0.123782759146504,0.0233354398721489,0.00675818583310287,"Early",FALSE,"None","MCy"
"NUP107",7.83480104705975,-0.454909206548187,0.0475807235998355,0.0218747742264179,"Early",FALSE,"None","MCy"
"THY1",7.14097315749568,-0.233411484706564,0.0334797463777559,0.0109570079054474,"Early",FALSE,"None","MCy"
"IL18RAP",7.9809061668984,0.483901740651222,0.0389529212380709,0.0133552872816243,"Early",FALSE,"None","MCy"
"CXCR1",9.03737235065138,0.711835205852289,0.0512999124055751,0.0238511281054492,"Early",FALSE,"None","MCy"
"CCL1",7.3463357923745,-0.446232992671862,0.0417606356542586,0.018765168748537,"Early",FALSE,"None","MCy"
"HLA-DQA1",9.90901944356294,-0.688283659271749,0.0529653356505894,0.0249005863707966,"Early",FALSE,"None","MCy"
"IL23R",7.09751691125358,-0.120972657328221,0.023484971715652,0.00683199177182605,"Early",FALSE,"None","MCy"
"CD8A",7.75453447550496,-0.442451606710493,0.0518584572774415,0.0242455124933493,"Early",FALSE,"None","MCy"
"AIRE",7.07379029221118,-0.0841692090249992,0.0195046970696043,0.00539545516341003,"Early",FALSE,"None","MCy"
"GRB2",9.77756542495995,0.269787569738218,0.0523060387263997,0.0245227012730263,"Early",FALSE,"None","MCy"
"IL12RB2",7.24841578088159,-0.250966088174366,0.0284716562574553,0.00868940158506754,"Early",FALSE,"None","MCy"
"CDC42",12.3461768916179,0.236934471571447,0.0592420948717947,0.0288119648844239,"Early",FALSE,"None","MCy"
"CFL1",11.9218401239224,0.276917964956873,0.057231777032015,0.0273523298023137,"Early",FALSE,"None","MCy"
"CD8B",8.0000289237098,-0.454204040756698,0.051675732570546,0.0240929714192546,"Early",FALSE,"None","MCy"
"CXCR2",10.3218708162163,0.793923025186784,0.0558076869687661,0.026454293173506,"Early",FALSE,"None","MCy"
"IL23A",7.09448315977277,-0.126726965602984,0.023989208789094,0.00704098855368214,"Early",FALSE,"None","MCy"
"CEACAM8",7.54808997027338,-0.540839053392833,0.0541562184220779,0.0256011214358914,"Early",FALSE,"None","MCy"
"CXCR4",9.9117091659983,-0.443619777973581,0.0560670622775526,0.026650058173486,"Early",FALSE,"None","MCy"
"IKBKE",7.15581451735949,-0.289319009818877,0.0399369269283239,0.0154573033005297,"Early",FALSE,"None","MCy"
"TRAF5",8.35060613142917,-0.394954833823958,0.0592420948717947,0.0288516695804195,"Early",FALSE,"None","MCy"
"NFE2L2",9.92052742872364,0.253053289092641,0.0583150186767049,0.0280972362715033,"Early",FALSE,"None","MCy"
"TLR5",8.6533593402951,0.555443039391134,0.0593181578902392,0.028965749826922,"Early",FALSE,"None","MCy"
"BCL6",8.95919006142721,0.575903382523046,0.0600053985348347,0.0296909829113923,"Early",FALSE,"None","MCy"
"PSMC2",9.49954844948731,0.260239665586477,0.0599201332185649,0.0294305150118721,"Early",FALSE,"None","MCy"
"CD86",8.07483536549572,0.488986021172778,0.0599201332185649,0.0294931564803066,"Early",FALSE,"None","MCy"
"PRKCA",7.53392818022867,-0.425881384859236,0.0565822881731727,0.0269684412461745,"Early",FALSE,"None","MCy"
"MS4A1",9.45228881376594,-0.781630824361415,0.0605986038608098,0.0301419029593379,"Early",FALSE,"None","MCy"
"ZNF205",7.1053722185414,-0.131880931344575,0.024787965633337,0.00740419752684091,"Early",FALSE,"None","MCy"
"MASP2",7.11057320189958,-0.129643149390544,0.0292268135147933,0.00903374235911794,"Early",FALSE,"None","MCy"
"CD55",10.230963377171,0.398473164258698,0.0635672862400421,0.0318162014786076,"Early",FALSE,"None","MCy"
"EWSR1",10.1127388465694,0.216267627126026,0.0635672862400421,0.0318359205281002,"Early",FALSE,"None","MCy"
"FCGR1A",9.04607604435726,0.672862929723657,0.0646629108020444,0.0326673666259679,"Early",FALSE,"None","MCy"
"MAFK",7.07568322033958,-0.0899005357167679,0.023989208789094,0.00703793318348639,"Early",FALSE,"None","MCy"
"CCL4",7.36962168358554,-0.513043437446218,0.0579969920506194,0.0277933637229592,"Early",FALSE,"None","MCy"
"CAMP",10.9536521473006,0.774033547991966,0.0654928440839796,0.0333418115336623,"Early",FALSE,"None","MCy"
"CD276",7.11100553354933,-0.113057880100957,0.0308727121569566,0.00970285239218636,"Early",FALSE,"None","MCy"
"TRAF3",8.39113019112155,-0.378245366328263,0.0668662597035434,0.0342146835366183,"Early",FALSE,"None","MCy"
"CD3G",9.50685096950278,-0.461161052443691,0.0654928440839796,0.0332695573694513,"Early",FALSE,"None","MCy"
"IL15",7.84255517618344,0.405366555249807,0.0654928440839796,0.0332114609760049,"Early",FALSE,"None","MCy"
"TNFAIP3",8.28812156718513,0.515375543608011,0.0659090853824519,0.0336393124094852,"Early",FALSE,"None","MCy"
"C7",7.07346158600212,-0.0829955563259794,0.0246061642130954,0.00731793714908942,"Early",FALSE,"None","MCy"
"C4BPA",7.15657083139364,-0.196126325380035,0.0369728426597327,0.0125803698400649,"Early",FALSE,"None","MCy"
"GZMB",12.343934126039,-0.73678774317443,0.0769851988044165,0.0401922726225655,"Early",FALSE,"None","MCy"
"CEACAM3",7.08395354559613,-0.117365825005074,0.0262732909803783,0.00798435076546562,"Early",FALSE,"None","MCy"
"IKZF3",8.20772059965011,-0.478110891968099,0.0732615245176736,0.037867645140304,"Early",FALSE,"None","MCy"
"TNFRSF11A",7.15402263571878,-0.243732176120737,0.0399369269283239,0.0166038788839572,"Early",FALSE,"None","MCy"
"LILRA2",10.1224700601291,0.911985261272205,0.0727091291741426,0.0374876938729021,"Early",FALSE,"None","MCy"
"TNFSF4",7.38414437762487,-0.510573112322838,0.0635672862400421,0.0318661980372159,"Early",FALSE,"None","MCy"
"KEAP1",7.13684214512851,-0.161275328046554,0.0325165887417502,0.010430645998977,"Early",FALSE,"None","MCy"
"XCR1",7.49639149213482,-0.555697159046851,0.0734490336246897,0.0380599537873392,"Early",FALSE,"None","MCy"
"GZMM",7.11639987791243,-0.143487017501188,0.0379820426250148,0.0129730872862064,"Early",FALSE,"None","MCy"
"PTGDR2",7.09355687293262,-0.124437703703534,0.0311473455758587,0.0098296168505632,"Early",FALSE,"None","MCy"
"FCER1A",7.82505201802579,-0.768924041792184,0.0787203544767264,0.0415850496879943,"Early",FALSE,"None","MCy"
"AKT3",10.1009055443081,-0.371662424458883,0.0787203544767264,0.0416093302234125,"Early",FALSE,"None","MCy"
"LILRA3",8.20260329736048,0.560733529674053,0.0793230618417263,0.0421339380432027,"Early",FALSE,"None","MCy"
"NCR1",7.08322961742432,-0.103810089332621,0.0293373933966701,0.00911185253404888,"Early",FALSE,"None","MCy"
"IL6R",8.92940140348483,0.426417047263925,0.0796445081494738,0.0425115491551087,"Early",FALSE,"None","MCy"
"TNFSF14",7.69506175542057,0.450023251838027,0.0781014589319436,0.0410793387888794,"Early",FALSE,"None","MCy"
"IL21",7.93657044963498,-0.434615648449112,0.0793263685783467,0.0422387157365223,"Early",FALSE,"None","MCy"
"DOCK9",7.19049000911809,-0.31498809993291,0.0445703728865157,0.0202592604029617,"Early",FALSE,"None","MCy"
"CXCL11",7.72940906176,0.41331948883932,0.0583150186767049,0.028048485379406,"Early",FALSE,"None","MCy"
