"gene","avexpr","lfc","padj","pvalue","Comparison","Significant","Regulation","Species"
"SIGIRR",7.37359046265588,-0.168987770902413,0.560876638215788,0.30045771355015,"Early",FALSE,"None","AGM"
"JAK3",7.42272055140454,0.182870290772987,0.532792385521593,0.182217855735795,"Early",FALSE,"None","AGM"
"SLAMF1",7.6384697768035,0.177431624377108,0.573372821689191,0.323918412252985,"Early",FALSE,"None","AGM"
"GZMH",12.9388560529989,0.236262129663977,0.560876638215788,0.308902380508119,"Early",FALSE,"None","AGM"
"IL12RB1",7.21350872368652,0.116256844201272,0.463457037640052,0.109544390714921,"Early",FALSE,"None","AGM"
"BATF",7.73289798321577,-0.154241303075768,0.532792385521593,0.245073864529094,"Early",FALSE,"None","AGM"
"IRAK3",9.30809475237053,-0.246178946119921,0.560876638215788,0.308169280279911,"Early",FALSE,"None","AGM"
"HIF1A",9.36444298604112,0.154118788870175,0.560876638215788,0.303944755555423,"Early",FALSE,"None","AGM"
"SRC",6.93280928993266,-0.158262543478793,0.485993543810171,0.120194380672545,"Early",FALSE,"None","AGM"
"FN1",8.65757561524534,-0.235843075513541,0.560876638215788,0.306962975937963,"Early",FALSE,"None","AGM"
"PECAM1",9.27314747031771,0.178321041814142,0.560876638215788,0.302620414093132,"Early",FALSE,"None","AGM"
"CLEC4A",8.50114672014122,-0.269273773138357,0.587006359125549,0.339243934819311,"Early",FALSE,"None","AGM"
"TP53",6.77718315102004,-0.11757506661054,0.39662253254739,0.0839603542924994,"Early",FALSE,"None","AGM"
"ITGA6",6.96096709025073,-0.1793267411269,0.532792385521593,0.244625659620006,"Early",FALSE,"None","AGM"
"SDHA",8.38829192399308,0.103419641628605,0.591270917286936,0.349387360215008,"Early",FALSE,"None","AGM"
"ARHGDIB",11.9128977174736,-0.0959089972283724,0.578196817547169,0.331899991371232,"Early",FALSE,"None","AGM"
"FLT3LG",7.91685408238392,0.151830519051096,0.60472343509054,0.368559005890144,"Early",FALSE,"None","AGM"
"EIF2A",9.08689670446346,0.0960041266273297,0.575527988393113,0.327863655575258,"Early",FALSE,"None","AGM"
"CCL21",6.79115016537318,-0.123311896752049,0.402787964496236,0.0857886054251724,"Early",FALSE,"None","AGM"
"IL27",6.75764230019909,-0.0958113356533286,0.418172751565655,0.092323854241768,"Early",FALSE,"None","AGM"
"GZMK",11.2716525913812,-0.272751210220312,0.587712652499051,0.342705170093603,"Early",FALSE,"None","AGM"
"MAF",7.54556424690545,0.174699772960837,0.599505415813363,0.357367514101732,"Early",FALSE,"None","AGM"
"MAP4K1",8.43393521064538,-0.131145628098096,0.60472343509054,0.367076864751379,"Early",FALSE,"None","AGM"
"C10orf54",9.59843446577965,0.142315100451446,0.587403160518085,0.340710306576729,"Early",FALSE,"None","AGM"
"CD1A",6.86513630465307,0.250570219502634,0.532792385521593,0.146304091632341,"Early",FALSE,"None","AGM"
"CD79B",7.06000833517929,-0.175477659960739,0.532792385521593,0.26184414274991,"Early",FALSE,"None","AGM"
"CASP10",8.38802734955931,0.13717015412948,0.617716380470718,0.39162921080078,"Early",FALSE,"None","AGM"
"NFKBIA",9.54623080125217,0.168922078794496,0.604124412460184,0.363228836809877,"Early",FALSE,"None","AGM"
"IL12RB2",7.42180637554461,-0.1689739056589,0.561941718218509,0.312952078001455,"Early",FALSE,"None","AGM"
"HMGB1",14.762442220102,0.11668414283276,0.674249139350037,0.452710136420739,"Early",FALSE,"None","AGM"
"IKBKB",7.34604363486346,-0.125134539322699,0.617716380470718,0.392290013052183,"Early",FALSE,"None","AGM"
"PTAFR",7.41889350745979,-0.16623197218913,0.552305848960244,0.288157034929541,"Early",FALSE,"None","AGM"
"PTGS1",6.98017569359195,-0.160571450525191,0.532792385521593,0.139770922846698,"Early",FALSE,"None","AGM"
"UBB",16.9684311143463,0.147714544880817,0.6993326907762,0.517687836029135,"Early",FALSE,"None","AGM"
"CD247",8.87400371395549,-0.101965238694621,0.616301144828213,0.385788508840518,"Early",FALSE,"None","AGM"
"CD3G",10.3341324495236,0.161890698042363,0.612403923183135,0.375695709902427,"Early",FALSE,"None","AGM"
"CASP3",10.4366597478085,-0.120048578147721,0.612403923183135,0.377411571762355,"Early",FALSE,"None","AGM"
"CD36",7.14402532556143,-0.234158829655806,0.591226401089652,0.348593228694418,"Early",FALSE,"None","AGM"
"MS4A2",7.94413494605224,-0.198359596867397,0.620355773184469,0.395742053745335,"Early",FALSE,"None","AGM"
"KLRF1",9.9473570588765,0.176708873882257,0.612403923183135,0.379372300465396,"Early",FALSE,"None","AGM"
"NFKB2",7.06102998467715,-0.136522218860515,0.532792385521593,0.225625631253799,"Early",FALSE,"None","AGM"
"PTPN6",8.19817162588515,-0.120759327204016,0.658927965096932,0.436432808051215,"Early",FALSE,"None","AGM"
"LTF",7.46014037580754,-0.266675418137988,0.532792385521593,0.181282792329455,"Early",FALSE,"None","AGM"
"ITGB1",9.85247431244741,0.0877825716111964,0.615398123269743,0.383848028276096,"Early",FALSE,"None","AGM"
"ATG12",8.52662497543366,-0.126173946099598,0.652909494661355,0.430750679594764,"Early",FALSE,"None","AGM"
"CD3D",11.2253881449083,0.153402693461777,0.619165227632915,0.394014235766401,"Early",FALSE,"None","AGM"
"CD40",6.88340134298184,-0.145247950510328,0.532792385521593,0.215921630895095,"Early",FALSE,"None","AGM"
"NFKBIZ",8.09769417846034,-0.139942215198261,0.678334265374338,0.469075438872539,"Early",FALSE,"None","AGM"
"CLEC4E",8.98158359797991,-0.197383274318911,0.667535186709595,0.446468339162911,"Early",FALSE,"None","AGM"
"IRF8",7.64860991367003,0.118319656817755,0.683390250350012,0.477485655439359,"Early",FALSE,"None","AGM"
"PRF1",10.52182774667,0.152987903321863,0.628869470603006,0.402639803905561,"Early",FALSE,"None","AGM"
"C9",7.38677512697213,-0.15955478962441,0.678334265374338,0.469548264213665,"Early",FALSE,"None","AGM"
"HLA-DPA1",9.81937461663352,0.295489178584923,0.631644388124512,0.408518058812996,"Early",FALSE,"None","AGM"
"PRKCD",8.17441203220944,-0.106543747109996,0.685502536629513,0.48252256474441,"Early",FALSE,"None","AGM"
"STAT6",7.9335760151464,0.102036666342277,0.685502536629513,0.481781528515006,"Early",FALSE,"None","AGM"
"GZMB",14.0192346774872,0.152386789813763,0.683390250350012,0.477064737801695,"Early",FALSE,"None","AGM"
"ATG5",8.01476137447252,0.103286909108613,0.692691447072397,0.497504953002953,"Early",FALSE,"None","AGM"
"IFNAR1",7.36792738910953,-0.133039005738509,0.67480791436868,0.461849053080902,"Early",FALSE,"None","AGM"
"CD55",13.1728009675761,0.139827679734204,0.692691447072397,0.4980407143471,"Early",FALSE,"None","AGM"
"BCL2L11",7.94490701358433,-0.113759725108151,0.6993326907762,0.512346708072364,"Early",FALSE,"None","AGM"
"TFRC",8.11409684486939,0.174165481811625,0.6993326907762,0.514348389468425,"Early",FALSE,"None","AGM"
"TRAF5",7.80775998555924,-0.119374246065284,0.70343563113626,0.524409890938318,"Early",FALSE,"None","AGM"
"HLA-DMA",8.97261497351588,0.130642355185726,0.678334265374338,0.469260481394469,"Early",FALSE,"None","AGM"
"GP1BB",8.15660338263947,0.142586707919506,0.694143995981806,0.502127539950475,"Early",FALSE,"None","AGM"
"TNFAIP3",8.52097689719849,0.139204796512949,0.6993326907762,0.517365810650834,"Early",FALSE,"None","AGM"
"DDX50",12.5650763315316,0.124006199780776,0.706781006366358,0.531462600891067,"Early",FALSE,"None","AGM"
"HLA-DQA1",8.23167549846504,-0.297554882942977,0.688347730151302,0.487243397974724,"Early",FALSE,"None","AGM"
"ICAM1",7.77490367007259,0.132892174886637,0.70343563113626,0.526206394200631,"Early",FALSE,"None","AGM"
"GNLY",9.74918858185216,-0.230097106623158,0.721009973943917,0.559091786177351,"Early",FALSE,"None","AGM"
"GNAS",11.2127317204136,0.112884386937507,0.692691447072397,0.495394490988734,"Early",FALSE,"None","AGM"
"BTLA",7.43027990170443,-0.144923984831902,0.6993326907762,0.513392588405703,"Early",FALSE,"None","AGM"
"GNB1",11.1151666090386,0.063059668396173,0.685502536629513,0.48175404339792,"Early",FALSE,"None","AGM"
"CD81",9.4846409178716,0.108547505960816,0.684019084221998,0.478813358955399,"Early",FALSE,"None","AGM"
"MS4A1",8.59896277283126,-0.20606259993418,0.692680417122759,0.492972556601652,"Early",FALSE,"None","AGM"
"REPS1",8.18496776691687,-0.0810224629358736,0.721009973943917,0.56276233031207,"Early",FALSE,"None","AGM"
"SH2D1A",8.82070435679587,-0.13833894277241,0.70326587249438,0.522055899869051,"Early",FALSE,"None","AGM"
"IL5RA",6.79629840042927,-0.134041274087722,0.485993543810171,0.120551645282783,"Early",FALSE,"None","AGM"
"C4B",7.70915574181235,-0.117793363146143,0.706968637750955,0.534302449831455,"Early",FALSE,"None","AGM"
"XCL1",7.15291891711462,-0.141281670751923,0.646883865191962,0.42257478466436,"Early",FALSE,"None","AGM"
"TGFBI",7.71571861269306,0.125086109810416,0.737795616518543,0.585693347683777,"Early",FALSE,"None","AGM"
"HDAC3",8.11131924476431,-0.0852800632849071,0.737795616518543,0.585641125999643,"Early",FALSE,"None","AGM"
"TNFSF13",7.51698965597843,0.121935282688313,0.712976024861624,0.54445441898524,"Early",FALSE,"None","AGM"
"CD46",9.68589951837068,0.0722810871164885,0.693402081747004,0.499789812168295,"Early",FALSE,"None","AGM"
"CD97",8.80099341965817,0.0828849766759934,0.721009973943917,0.557599429029018,"Early",FALSE,"None","AGM"
"ALAS1",7.46584269212775,-0.099014533129032,0.612403923183135,0.379024854565207,"Early",FALSE,"None","AGM"
"PSMD7",8.86182287175387,0.0620144599273811,0.710128165764441,0.540909289430809,"Early",FALSE,"None","AGM"
"TIGIT",8.05357363150359,0.163760982170542,0.70343563113626,0.525504628331081,"Early",FALSE,"None","AGM"
"TLR8",8.30494625212889,-0.0963896434179166,0.750149714794813,0.600119771835851,"Early",FALSE,"None","AGM"
"CCR2",7.98436891096036,0.084521934663786,0.770514976371921,0.6244173315014,"Early",FALSE,"None","AGM"
"CIITA",7.87225340938906,0.0793419130013806,0.774532209863464,0.629630810317927,"Early",FALSE,"None","AGM"
"TMEM173",7.27259089940493,0.169342545518886,0.550718131234957,0.286087340901276,"Early",FALSE,"None","AGM"
"KLRD1",10.5956436667557,0.13483722260678,0.70343563113626,0.524039578063589,"Early",FALSE,"None","AGM"
"IL2RG",9.0559863168749,0.0867785715384564,0.721009973943917,0.5581829021294,"Early",FALSE,"None","AGM"
"CD14",7.31386099180792,-0.245451059868465,0.636697513974173,0.414266824027352,"Early",FALSE,"None","AGM"
"OAZ1",16.1342719539487,0.0109454328828882,0.969189236804343,0.957367926957967,"Early",FALSE,"None","AGM"
"CASP2",8.06542543701678,-0.0486762068012947,0.782964943702413,0.644351557364755,"Early",FALSE,"None","AGM"
"ARG2",9.19442718049654,0.114963103948469,0.718553866218692,0.550976049805014,"Early",FALSE,"None","AGM"
"PSMB7",9.68731605468796,0.0797571151587224,0.706968637750955,0.53503762174817,"Early",FALSE,"None","AGM"
"NFATC3",9.62543146935999,0.0693443167480599,0.706968637750955,0.535797736513371,"Early",FALSE,"None","AGM"
"ITGA4",11.0378041436574,0.0711949861182841,0.718553866218692,0.551513421993827,"Early",FALSE,"None","AGM"
"IL7R",10.8266591316668,-0.112248070685924,0.721009973943917,0.556012627611144,"Early",FALSE,"None","AGM"
"IRF4",8.07319050046979,0.0552079440002533,0.80751204153638,0.686909593774453,"Early",FALSE,"None","AGM"
"CD24",8.01631022905886,-0.157984643421671,0.687270819504625,0.484659811676638,"Early",FALSE,"None","AGM"
"C1QBP",8.49920542226022,-0.0742585502704518,0.806970920868935,0.681600962188222,"Early",FALSE,"None","AGM"
"USP9Y",10.1216582684272,-0.0669902309444286,0.721009973943917,0.561644619453772,"Early",FALSE,"None","AGM"
"ERCC3",7.57877903995063,-0.0781224996127783,0.774532209863464,0.631454153220973,"Early",FALSE,"None","AGM"
"IRAK4",8.1241062703693,0.0492395561076755,0.818543031207519,0.70267135536126,"Early",FALSE,"None","AGM"
"PLAUR",6.95919331530184,-0.0910004718937483,0.510015500851541,0.128497411902856,"Early",FALSE,"None","AGM"
"FYN",10.1278605140654,-0.0696552348295896,0.727889662343586,0.573803928626697,"Early",FALSE,"None","AGM"
"MIF",8.89584954211743,-0.0680785863184958,0.780618134446279,0.639222238273085,"Early",FALSE,"None","AGM"
"HLA-DQB1",7.56162742910901,-0.100933667702184,0.818543031207519,0.702569628139571,"Early",FALSE,"None","AGM"
"PPBP",14.820146451161,0.027749540792172,0.931539598917993,0.901538486854203,"Early",FALSE,"None","AGM"
"IFNGR2",9.06294806534656,-0.0954583949375678,0.767469576779321,0.620952657575996,"Early",FALSE,"None","AGM"
"SELPLG",8.62580244242498,-0.0922466483000495,0.806970920868935,0.684976620048431,"Early",FALSE,"None","AGM"
"BCL10",8.38796176349052,-0.110694691975976,0.78788811739759,0.661002205296409,"Early",FALSE,"None","AGM"
"EWSR1",9.79651575917886,0.0519158688092602,0.748287926934431,0.596686736542521,"Early",FALSE,"None","AGM"
"KCNJ2",9.17948096883728,0.119750954011366,0.782964943702413,0.644919828138862,"Early",FALSE,"None","AGM"
"TRAF3",7.69994664957368,-0.052930384438743,0.846055766225072,0.75127022702966,"Early",FALSE,"None","AGM"
"CEBPB",10.336547759516,0.105294700472243,0.750903809350759,0.601698247233011,"Early",FALSE,"None","AGM"
"CCR7",6.84381414040601,-0.110749800132744,0.532792385521593,0.18649665756978,"Early",FALSE,"None","AGM"
"KLRK1",10.427557039544,-0.0978081822275971,0.766640111227924,0.619285908030869,"Early",FALSE,"None","AGM"
"SMAD2",8.82382062786811,0.0390382145643144,0.787404993041726,0.656511695497127,"Early",FALSE,"None","AGM"
"IL21",8.36475316746216,-0.080272429590595,0.845719432149737,0.746869108911456,"Early",FALSE,"None","AGM"
"PPIA",13.0978017276785,0.0486115892289849,0.845555146741008,0.736322360084881,"Early",FALSE,"None","AGM"
"IL23R",6.75340223732978,0.152795904011725,0.532792385521593,0.142925736451163,"Early",FALSE,"None","AGM"
"SLC2A1",8.07637203019207,0.0418757085345476,0.916430056937701,0.86983814211247,"Early",FALSE,"None","AGM"
"IL1RAP",9.40362325262445,0.0939404555917296,0.78788811739759,0.660242632650031,"Early",FALSE,"None","AGM"
"KLRG1",8.26195337415193,0.0871126728326299,0.845555146741008,0.740963735598293,"Early",FALSE,"None","AGM"
"IGF2R",10.165225413639,0.100528825008567,0.780618134446279,0.639996841887127,"Early",FALSE,"None","AGM"
"CD3E",11.0105706204796,-0.0665045038278489,0.787163403574433,0.654874926608068,"Early",FALSE,"None","AGM"
"CD40LG",7.3665880673983,0.0284328513161674,0.918841242100227,0.873660534059924,"Early",FALSE,"None","AGM"
"CCR5",8.3925466833682,-0.025902198117385,0.931539598917993,0.902625346567973,"Early",FALSE,"None","AGM"
"ICAM2",9.00262368310731,-0.0520196079676882,0.78788811739759,0.660626574852261,"Early",FALSE,"None","AGM"
"ZEB1",6.88932757171442,-0.095469077588298,0.532792385521593,0.150272600003628,"Early",FALSE,"None","AGM"
"CD99",10.5869942202041,0.063186818557611,0.787163403574433,0.655287976222353,"Early",FALSE,"None","AGM"
"TCF4",7.23688964676993,0.119523066121737,0.727062175652765,0.571562702987396,"Early",FALSE,"None","AGM"
"MAP2K4",10.1494822310321,0.0467669165260833,0.7837132487182,0.648344596666874,"Early",FALSE,"None","AGM"
"PTPN22",8.69782435081341,-0.0552065727822448,0.845555146741008,0.743468499701106,"Early",FALSE,"None","AGM"
"IKZF3",8.76212173600663,0.0501134794424782,0.816626426378404,0.697844400723364,"Early",FALSE,"None","AGM"
"SMAD3",7.67558830571471,0.0188618110105621,0.920863354535159,0.88337339234891,"Early",FALSE,"None","AGM"
"MAP4K4",10.4420576270063,0.0966856656748369,0.806970920868935,0.683050253747913,"Early",FALSE,"None","AGM"
"CD96",9.02986630210603,-0.0861421138797809,0.793342444932076,0.668674346442749,"Early",FALSE,"None","AGM"
"IL6ST",8.52841051333998,0.0436787273050374,0.845555146741008,0.744041682082683,"Early",FALSE,"None","AGM"
"IL17RA",7.9815396947555,0.0106289119016356,0.970381742650505,0.963442420505632,"Early",FALSE,"None","AGM"
"BCL2L1",12.1994694083838,-0.0417793347132775,0.918841242100227,0.874689130466839,"Early",FALSE,"None","AGM"
"CD58",10.1886245959172,0.0444675930173091,0.78788811739759,0.663010303503592,"Early",FALSE,"None","AGM"
"ABCF1",8.20893242743939,0.022105199235769,0.91441608176504,0.857794129554832,"Early",FALSE,"None","AGM"
"AKT3",12.1171082875547,0.0466365921672569,0.874945976856498,0.797218878696841,"Early",FALSE,"None","AGM"
"TUBB",9.51835139210323,-0.0612003485399093,0.806970920868935,0.683728919639024,"Early",FALSE,"None","AGM"
"CDC42",12.6155871312869,0.0273321012424912,0.89252575936819,0.825296546324871,"Early",FALSE,"None","AGM"
"MAP3K1",8.72286965142013,0.0345504769374951,0.843562175943191,0.729935871377358,"Early",FALSE,"None","AGM"
"LCK",8.96045945947475,-0.047674206587736,0.861756737654702,0.77274232532097,"Early",FALSE,"None","AGM"
"BCL2",8.37791977499407,0.0367078959328389,0.89252575936819,0.824137235857327,"Early",FALSE,"None","AGM"
"NFATC2",7.42194786895299,-0.0260522629303495,0.916430056937701,0.866475380568618,"Early",FALSE,"None","AGM"
"CD28",7.50771304048388,-0.0162861671359966,0.954379668662713,0.930830040474932,"Early",FALSE,"None","AGM"
"CD2",8.44569969091559,0.0276148638861518,0.928500587674706,0.897148619779197,"Early",FALSE,"None","AGM"
"NOD2",8.46356683798716,-0.0247428460067773,0.905781069131793,0.846964116590768,"Early",FALSE,"None","AGM"
"CCR4",7.35694119347524,0.00862243493664661,0.975342594507411,0.970275879730749,"Early",FALSE,"None","AGM"
"POLR2A",9.15498089870174,-0.0523729447414301,0.817930710447098,0.700021218421607,"Early",FALSE,"None","AGM"
"RUNX1",8.45343555163435,-0.0236742517187345,0.902627215720475,0.84284281571821,"Early",FALSE,"None","AGM"
"LILRA2",8.41438662217712,0.0548334161905331,0.920863354535159,0.88378963506686,"Early",FALSE,"None","AGM"
"MAP3K5",8.18370111190321,0.00861046672507548,0.96095497158437,0.943653149599433,"Early",FALSE,"None","AGM"
"SHC1",8.24408303477461,0.018072247800113,0.924520429514684,0.888500153040086,"Early",FALSE,"None","AGM"
"HLA-A",8.77329352344546,0.13431029937847,0.893358979196603,0.829547623539703,"Early",FALSE,"None","AGM"
"PTPRC",12.6048428539389,0.0214729922054762,0.907779631463898,0.850011836734377,"Early",FALSE,"None","AGM"
"CD44",11.0900645639431,-0.0352788146844869,0.845555146741008,0.745625902126161,"Early",FALSE,"None","AGM"
"LILRA1",7.40599115964476,0.0363944953267277,0.91441608176504,0.858601074176784,"Early",FALSE,"None","AGM"
"GZMA",10.0356296967359,0.0350753426770023,0.943216907889045,0.918717767424394,"Early",FALSE,"None","AGM"
"TARP",10.2439372443735,0.0778975573710685,0.833945899183171,0.71805991059538,"Early",FALSE,"None","AGM"
"LITAF",9.8036887104447,-0.0656601457748938,0.842281678698418,0.727425086148634,"Early",FALSE,"None","AGM"
"IRF3",9.61081146592232,0.0358688097109905,0.843562175943191,0.730722040719622,"Early",FALSE,"None","AGM"
"TRAF1",7.30617867368698,-0.0829359475968676,0.839293775972136,0.723754632786361,"Early",FALSE,"None","AGM"
"C4BPA",8.06895923826496,0.0523097902391214,0.95641151695973,0.934053845134698,"Early",FALSE,"None","AGM"
"STAT4",8.79884923842279,0.0379152464642072,0.870030690466107,0.787547261369969,"Early",FALSE,"None","AGM"
"CASP8",9.57335525286762,0.0374939427058383,0.845555146741008,0.739879518243626,"Early",FALSE,"None","AGM"
"TGFBR2",9.30091467153705,-0.040478952484964,0.846055766225072,0.751561226101233,"Early",FALSE,"None","AGM"
"RAC1",9.58790598372716,0.052032373005785,0.845555146741008,0.739160535874732,"Early",FALSE,"None","AGM"
"LTB4R",6.9441424545777,-0.084242950564553,0.532792385521593,0.153024406076019,"Early",FALSE,"None","AGM"
"C5",10.7899259862316,-0.0529803462414122,0.916131504182716,0.862803132835469,"Early",FALSE,"None","AGM"
"CFP",9.49276447207166,0.0410268652212054,0.850561778838624,0.758728092569497,"Early",FALSE,"None","AGM"
"CD6",9.18772178636479,0.0461470363717691,0.856559009062219,0.76534103666858,"Early",FALSE,"None","AGM"
"F13A1",10.0059605496517,-0.0566429054913744,0.859579829660406,0.769156496929896,"Early",FALSE,"None","AGM"
